county,year,pop_m_0,pop_m_1,pop_m_5,pop_m_10,pop_m_15,pop_m_20,pop_m_25,pop_m_30,pop_m_35,pop_m_40,pop_m_45,pop_m_50,pop_m_55,pop_m_60,pop_m_65,pop_m_70,pop_m_75,pop_m_80,pop_m_85,pop_m_90,pop_f_0,pop_f_1,pop_f_5,pop_f_10,pop_f_15,pop_f_20,pop_f_25,pop_f_30,pop_f_35,pop_f_40,pop_f_45,pop_f_50,pop_f_55,pop_f_60,pop_f_65,pop_f_70,pop_f_75,pop_f_80,pop_f_85,pop_f_90,male_total,female_total,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly,county_area_km2
TanaRiver,2025,12693.9535,48515.8773,58553.4337,51779.6659,42812.6167,34715.1178,25256.0690,19467.2615,17803.7675,15300.1110,11753.2055,10079.1974,7377.9514,6442.5808,3278.8038,2135.4838,1362.1540,592.8051,325.6397,219.9238,11877.1366,45399.5886,54153.4463,47831.9303,39778.1151,33514.6683,27413.6669,20320.0952,18066.8881,13912.5127,11143.7100,9207.3119,6512.0352,6114.4626,3485.4859,2405.6984,1128.0985,612.0124,503.1563,445.7920,370465.6190,353825.8111,724291.4300,118486.5560,376991.3443,16495.0536,104.7000,35.8000,31.4300,4.3800,16.3600,2.2800,39218.6916
Tharaka-Nithi,2021,3661.8611,14346.9543,18693.5643,20147.9788,18474.3037,13494.8047,11199.3539,11495.0747,11069.5492,9280.6500,8490.3543,6596.9328,5779.1877,4233.9464,2815.9638,2011.0078,1148.3661,647.0543,359.3109,224.1074,3648.4945,14305.1261,18479.5961,20137.4126,18890.1181,13487.9071,11302.4211,11525.3007,11267.3632,9160.7953,9048.2430,6575.2457,6002.9394,4411.0969,3348.7204,2478.2330,1579.2473,1163.3983,759.2225,511.3773,164170.3263,168082.2585,332252.5848,35962.4359,201785.5879,17046.0092,97.6700,26.2700,17.8200,8.4500,10.8200,5.1300,2424.6805
Tharaka-Nithi,2022,3695.0785,14307.2118,18551.1463,20340.0816,18936.8848,13908.5901,11339.9041,11619.2010,11388.0863,9603.3150,8751.6440,6829.7184,6039.3465,4444.0560,2970.9585,2017.4007,1197.6289,649.6624,362.8837,228.2967,3683.8542,14272.1190,18339.8702,20307.6988,19332.2276,13878.6771,11499.3399,11730.2911,11623.0479,9456.5412,9291.4692,6795.2638,6266.5628,4641.3993,3551.5975,2543.9535,1602.0781,1171.1648,783.7045,529.2538,167181.0954,171300.1146,338481.2100,35958.2636,207375.5663,17608.5833,97.6000,25.8300,17.3400,8.4900,10.6200,5.2000,2424.6805
Tharaka-Nithi,2023,3732.3757,14364.4007,18490.9638,20415.1405,19478.8304,14391.7612,11570.8952,11718.6401,11719.1171,9939.5169,9027.6495,7054.1832,6277.5228,4670.6027,3147.4677,2045.9088,1280.5425,659.8694,349.0058,213.0898,3718.9636,14324.8580,18282.6391,20351.3650,19802.2875,14290.4688,11779.2706,11954.7180,12048.7414,9793.4690,9575.8459,7010.5687,6501.1266,4861.1733,3758.8708,2639.7559,1632.5464,1168.2203,777.5090,508.5094,170547.4838,174780.9074,345328.3912,36140.5981,213466.3888,18181.2959,97.5800,25.4500,16.9300,8.5200,10.4700,5.2600,2424.6805
Tharaka-Nithi,2024,3768.1124,14450.4218,18489.8605,20350.2063,20017.1819,14863.8787,11870.7273,11805.7466,12026.6408,10276.0528,9327.5871,7277.2909,6511.2583,4901.0664,3330.3651,2078.5267,1374.6075,678.9262,337.2226,200.6399,3754.8649,14405.9984,18282.8280,20266.5704,20272.9672,14681.1682,12103.6266,12163.4917,12471.0246,10138.8722,9884.7442,7223.6365,6731.0337,5081.9698,3971.0756,2749.4631,1680.3289,1167.7044,771.3665,493.3367,173936.3199,178296.0718,352232.3917,36379.3975,219629.9656,18833.5634,97.5500,25.1400,16.5600,8.5800,10.3300,5.3500,2424.6805
Tharaka-Nithi,2025,3817.8372,14591.6490,18492.4034,20224.2677,20505.6456,15336.7121,12220.4405,11898.4555,12302.4680,10621.3743,9649.3908,7495.4321,6739.4958,5126.4756,3509.8626,2107.4551,1471.0810,703.9845,325.5182,185.8770,3805.3156,14545.5734,18287.0809,20124.8380,20695.9430,15059.2168,12457.6068,12382.4850,12889.4871,10515.5740,10221.1318,7433.6854,6956.6650,5297.2061,4177.4222,2857.5819,1737.3094,1168.1789,760.8777,473.2346,177325.8261,181846.4137,359172.2397,36760.3752,225804.8914,19478.3831,97.5100,24.9100,16.2800,8.6300,10.2300,5.4200,2424.6805
TransNzoia,2021,14657.4854,57426.2100,75504.6596,76630.5765,67110.7788,44751.1560,34083.0668,32334.9104,27652.1163,23282.6244,18323.5880,14665.5602,11723.9969,8390.6424,5036.3668,3299.6364,1856.4322,972.0315,484.0354,272.2808,14322.9838,56157.1077,75011.4794,76710.4915,66856.1786,45774.7920,37018.2750,33644.1378,26730.5966,24132.8051,19085.1572,16389.8652,13227.5641,9034.3644,5650.6772,3533.0427,2575.4212,1656.7624,787.3065,441.8571,518458.1550,528740.8655,1047199.0205,142563.7870,574212.1763,26565.8501,98.0600,29.4500,24.8300,4.6300,13.6100,2.5400,2464.9650
TransNzoia,2022,14833.2521,57433.1667,75139.5637,77577.8479,68985.1215,46263.2563,34617.9643,32786.4640,28537.9058,24169.0087,18947.5865,15232.7688,12292.3672,8835.7902,5331.1198,3320.5213,1942.0762,979.0767,490.4358,278.2457,14503.5015,56189.3879,74652.0035,77574.5173,68612.0097,47237.6126,37774.9642,34346.2031,27656.8910,24989.9003,19659.5084,16993.8158,13853.3667,9536.9210,6012.2466,3638.0901,2620.9085,1673.1667,815.2841,458.7131,527993.5393,538799.0122,1066792.5514,142959.3082,591329.4262,27559.8846,97.9900,28.8400,24.1800,4.6600,13.4000,2.5800,2464.9650
TransNzoia,2023,15022.0397,57813.3481,75084.9891,78060.7681,71139.7634,48001.6137,35422.0441,33160.6052,29451.6582,25087.4188,19601.4203,15780.1443,12815.6181,9313.7488,5664.7714,3377.0276,2082.3731,997.3538,473.0771,260.4585,14679.7658,56543.7802,74605.9233,77936.4482,70457.2490,48766.5031,38798.0717,35099.0688,28747.4282,25953.7269,20318.6614,17584.5118,14414.4345,10017.9753,6381.6520,3785.8176,2678.4304,1673.8207,811.1853,441.9752,538610.2415,549696.4294,1088306.6709,144058.9338,609931.6656,28627.9427,97.9800,28.3100,23.6200,4.6900,13.2400,2.6300,2464.9650
TransNzoia,2024,15206.3526,58315.0035,75274.7792,78013.9631,73296.4160,49715.4614,36443.9280,33503.8506,30313.3039,26013.6706,20312.4401,16328.8218,13333.8672,9803.0857,6012.4029,3440.8929,2241.8027,1029.2243,458.4959,245.9654,14860.8920,57015.4826,74798.6169,77811.4698,72318.0500,50234.0552,39975.5523,35812.1110,29837.5451,26947.2850,21035.1159,18174.3542,14969.5179,10504.7410,6762.0900,3954.6438,2764.9655,1678.0845,807.1742,430.0280,549303.7278,560691.7747,1109995.5025,145397.7307,628873.1728,29825.7700,97.9700,27.8600,23.1200,4.7400,13.1000,2.6900,2464.9650
TransNzoia,2025,15446.7254,59036.9623,75473.2742,77725.2054,75274.2789,51436.4417,37621.5304,33861.8003,31097.0374,26965.2329,21073.4492,16868.1265,13842.7868,10284.3584,6355.4642,3498.6956,2405.8922,1070.3199,443.8956,228.5246,15099.2285,57715.9395,75001.8325,77459.5013,74011.0483,51661.1499,41253.6925,36555.9838,30921.8215,28027.5484,21812.4764,18758.5604,15517.1037,10981.9768,7134.1826,4121.8028,2866.9495,1683.6597,798.5099,413.6679,560010.0018,571796.6361,1131806.6380,147298.8556,647826.4044,31021.5645,97.9400,27.5300,22.7400,4.7900,13.0100,2.7400,2464.9650
Turkana,2021,14969.3840,58648.6878,78839.7646,77216.8622,71629.1970,56439.2611,42208.1256,30395.5309,22526.1767,18154.1359,13076.5467,10484.2791,6266.3560,5210.5832,2994.3426,2430.1301,1291.8774,547.1231,256.7052,173.2771,14670.8943,57521.6405,75503.8956,70064.6621,58250.5304,45452.5359,38194.6454,29191.1821,23915.3414,18054.3786,13499.7595,10464.1449,7050.8486,6305.6406,4061.8071,3086.3866,1759.4995,894.2441,448.4959,318.4686,513758.3464,478709.0016,992467.3480,145810.6066,526769.1998,18262.3572,107.3200,31.1500,27.6800,3.4700,14.6900,1.8400,63724.2208
Turkana,2022,15169.2762,58734.5244,78561.6402,78271.6061,73723.3273,58419.4014,42924.9628,30859.7355,23278.3770,18870.0819,13539.6118,10904.1562,6579.0303,5494.5539,3174.1146,2449.0284,1353.4235,551.9046,260.4871,177.3371,14875.7845,57631.9760,75241.1979,70946.7344,59858.4663,46966.6869,39027.5922,29840.6676,24777.4027,18721.1206,13925.3284,10865.0357,7394.9653,6666.1963,4328.0675,3182.9367,1793.2766,904.4677,465.1482,331.1324,523296.5804,487744.1838,1011040.7643,146411.5612,542636.7002,18971.3243,107.2900,30.4800,26.9800,3.5000,14.4800,1.8800,63724.2208
Turkana,2023,15378.4056,59185.0048,78584.8003,78837.4191,76101.3651,60673.8855,43965.6242,31243.3217,24048.3700,19607.2942,14021.2665,11307.7068,6866.3678,5798.0201,3376.5743,2493.5420,1452.8511,562.8595,251.5677,166.1940,15072.3418,58056.0908,75272.1055,71350.7057,61530.9538,48536.6018,40126.7592,30527.0832,25781.4258,19463.9027,14407.8964,11255.0941,7703.0654,7010.5522,4599.2988,3316.1157,1834.8058,905.9050,463.3764,319.4370,533922.4406,497533.5170,1031455.9576,147691.8431,559976.5567,19742.5273,107.3100,29.9000,26.3700,3.5300,14.3200,1.9100,63724.2208
Turkana,2024,15581.8331,59754.9835,78857.0999,78862.9152,78481.0779,62897.7128,45275.5854,31596.0162,24775.2616,20350.4996,14543.7203,11712.1440,7151.0474,6108.7032,3587.4639,2543.3334,1565.7006,581.4545,244.0721,157.1112,15272.8056,58595.8735,75537.5579,71303.5019,63215.5159,50044.4240,41384.4278,31177.4605,26784.8947,20228.6984,14930.7853,11644.3148,8007.8431,7358.8740,4878.5571,3467.6716,1896.0905,909.1747,461.5864,311.1390,544627.7356,507411.1966,1052038.9322,149205.4957,577669.0068,20603.3548,107.3300,29.4000,25.8300,3.5700,14.1800,1.9600,63724.2208
Turkana,2025,15841.4452,60545.4345,79131.4308,78637.0631,80667.4361,65129.8948,46777.6926,31960.3873,25437.4312,21113.0234,15101.6780,12109.5832,7430.5935,6414.3379,3795.6330,2588.4474,1681.8538,605.2299,236.5195,146.1063,15530.8478,59365.6630,75806.8763,71041.6615,64750.7422,51509.9827,42744.7077,31852.7601,27782.3959,21057.9620,15496.3779,12029.3946,8308.2873,7700.2867,5151.7114,3617.6064,1967.8276,913.0408,457.0578,299.5845,555351.2216,517384.7740,1072735.9956,151283.3906,595374.9550,21460.6183,107.3400,29.0100,25.4100,3.6000,14.1000,2.0000,63724.2208
UasinGishu,2021,16647.0902,65222.3144,79203.8119,79086.8635,73812.1931,70763.6046,58795.8323,51276.5489,42780.3613,33475.8022,27097.0262,19385.3608,14076.5965,8797.1152,5359.6681,3443.8485,2103.9669,1116.0614,512.8174,265.7436,16420.5040,64381.9989,77608.5051,80509.3882,77303.8593,71618.0317,58114.9097,49664.8216,39702.0346,31273.4913,25907.9561,18629.3487,14329.6018,9073.4652,5928.9463,3553.1066,2893.7123,1945.9478,872.3106,467.0076,653222.6270,650198.9474,1303421.5744,162671.9074,795877.9611,28463.1372,100.4700,24.0200,20.4400,3.5800,12.4800,2.1800,3428.9857
UasinGishu,2022,16826.4165,65151.2820,78726.8242,79970.9370,75786.4375,73067.0348,59644.4825,51928.8400,44097.8028,34709.2943,27986.7319,20111.6450,14742.2518,9253.4805,5667.1199,3461.8369,2198.6509,1122.9355,519.0299,271.2567,16607.4294,64341.0914,77144.4944,81321.4374,79241.9544,73817.5114,59231.0524,50641.0958,41029.7015,32346.7785,26657.3927,19294.1511,14991.0265,9567.8283,6301.5296,3654.7538,2941.6093,1963.0896,902.3352,484.2849,665244.2906,662480.5473,1327724.8379,162926.2193,818146.4936,29488.4319,100.4200,23.5200,19.9100,3.6000,12.2700,2.2200,3428.9857
UasinGishu,2023,17017.4255,65493.1674,78563.8900,80362.4941,78051.7917,75709.2238,60944.0600,52448.0918,45447.3397,35979.6894,28913.5705,20806.5903,15349.8016,9741.5902,6014.2852,3516.3652,2354.6073,1142.5058,500.0352,253.5883,16786.4319,64658.6697,76993.2218,81593.0832,81265.8346,76101.7688,60751.3034,51681.0831,42590.1802,33549.9582,27515.5794,19939.1890,15578.5086,10038.0517,6680.5193,3798.4688,3002.4532,1961.4494,896.6953,466.0196,678610.1127,675848.4691,1354458.5817,163955.6944,842403.2058,30586.9925,100.4100,23.0900,19.4600,3.6300,12.1000,2.2600,3428.9857
UasinGishu,2024,17201.6015,65966.8179,78651.1736,80202.6935,80307.7535,78299.4072,62609.3906,52912.8864,46709.1455,37254.9812,29919.8718,21499.7958,15948.6022,10239.6106,6374.9621,3578.1687,2531.6122,1177.5012,483.9875,239.1516,16969.2677,65104.6753,77082.9790,81349.0694,83296.2477,78277.8771,62503.8543,52655.5709,44142.3419,34785.7129,28446.9514,20580.1329,16156.9063,10512.1199,7069.6342,3962.7127,3095.4125,1963.9037,891.1046,452.8143,692109.1145,689299.2886,1381408.4031,165242.3624,867059.1600,31820.9652,100.4100,22.7300,19.0600,3.6700,11.9600,2.3000,3428.9857
UasinGishu,2025,17447.3019,66683.0201,78741.4188,79789.0275,82355.6749,80886.7905,64531.6237,53394.9653,47843.3016,38559.6074,30994.3206,22176.9190,16533.2800,10727.0240,6729.3274,3633.2469,2713.2191,1222.8596,467.9260,221.8739,17215.5577,65805.3586,77177.5342,80862.6131,85121.3849,80378.0418,64402.9705,53667.9614,45677.4862,36126.8050,29455.6778,21211.2622,16724.3521,10974.5951,7448.4679,4124.5667,3205.1636,1967.7362,880.3325,434.9699,705652.7282,702862.8375,1408515.5657,167151.2384,891744.0441,33049.6897,100.4000,22.4500,18.7400,3.7100,11.8700,2.3500,3428.9857
Vihiga,2021,6605.7449,25880.9174,37607.2578,41063.4784,36151.7608,21107.5424,14474.2131,14753.4368,14010.0984,12176.5953,10549.0296,9488.7608,8271.0756,7138.5876,5222.9204,3821.0121,2211.4061,1168.4463,583.8528,324.4945,6661.9699,26120.4491,37951.6143,41903.7213,36708.7273,21175.2103,16761.1353,16711.5816,15242.6092,13704.8122,11909.0830,12023.7781,10634.5656,8918.8213,6446.1938,4174.3949,3339.1164,2260.3265,1054.5917,554.8692,272610.6311,294257.5707,566868.2017,65269.0812,311911.4242,31161.6246,92.6400,30.9200,20.9300,9.9900,11.5100,5.5000,558.5162
Vihiga,2022,6672.5778,25835.9824,37356.0971,41494.8751,37093.8960,21780.6905,14673.9924,14931.8298,14432.3833,12617.1648,10888.3324,9837.9276,8656.5687,7503.9340,5518.7401,3838.2993,2309.2976,1174.8082,590.5066,330.9938,6733.4310,26086.8968,37699.8941,42298.2781,37604.3399,21811.9332,17072.4450,17029.2611,15742.1991,14165.9686,12245.4472,12444.6075,11117.9053,9398.2503,6846.5100,4290.8116,3392.0406,2278.6437,1090.1073,574.9802,277538.8976,299923.9506,577462.8482,65328.8880,321049.0768,32235.7389,92.5400,30.3900,20.3500,10.0400,11.3100,5.5800,558.5162
Vihiga,2023,6747.2823,25967.5522,37272.3216,41690.4401,38195.6236,22565.3205,14992.1154,15079.5056,14872.2015,13077.1761,11247.2571,10176.3888,9011.9000,7898.3520,5855.5866,3897.8832,2472.5063,1194.9836,568.7555,309.3605,6804.9507,26211.5890,37619.5866,42432.0141,38558.3257,22484.3775,17508.7689,17376.7290,16338.6711,14690.6778,12637.4597,12858.3904,11551.3648,9857.9969,7256.6468,4458.4961,3461.4214,2276.2089,1083.0201,553.1503,283092.5123,306019.8457,589112.3580,65731.3741,330978.6023,33388.0192,92.5100,29.9500,19.8600,10.0900,11.1600,5.6700,558.5162
Vihiga,2024,6819.8328,26153.5344,37310.3087,41603.2662,39295.5008,23336.3231,15401.5657,15212.8898,15284.5749,13540.0289,11637.9831,10514.7825,9362.7532,8301.3080,6205.9085,3965.7974,2657.9300,1231.3678,550.4048,291.7005,6878.5848,26390.5338,37660.1380,42300.9939,39518.3500,23126.8257,18013.6017,17703.6553,16933.2614,15230.7665,13064.0005,13270.4318,11978.8416,10322.0768,7678.1604,4650.5335,3568.0508,2278.6927,1076.0742,537.3763,288677.7611,312180.9497,600858.7108,66242.4858,341049.5214,34691.9968,92.4700,29.6000,19.4200,10.1700,11.0200,5.7700,558.5162
Vihiga,2025,6918.5791,26442.5841,37359.3949,41395.0907,40303.7764,24112.9039,15878.5182,15355.3986,15659.3632,14017.2391,12058.3678,10848.1279,9707.7903,8697.8174,6551.6522,4027.2503,2848.8309,1278.8914,532.1787,270.6489,6979.7614,26679.6874,37712.8402,42054.8352,40391.3892,23753.2344,18565.7063,18048.1432,17525.9650,15821.0921,13529.5017,13679.6095,12401.2880,10777.3682,8090.4233,4840.9159,3694.9254,2283.3459,1063.1396,516.2315,294264.4040,318409.4032,612673.8071,67020.6120,351132.6003,35998.4338,92.4200,29.3400,19.0900,10.2500,10.9400,5.8800,558.5162
Wajir,2021,13856.2676,54288.0293,74722.4105,75088.2214,60905.5117,37147.6614,29424.8967,25758.1050,18836.8565,18173.6452,10363.0345,10671.6475,5299.9732,5028.9647,1989.1590,1707.0521,844.8926,383.3500,245.7172,219.3816,13725.0480,53813.5777,71074.0143,61690.6959,46568.4764,33149.7558,29775.2180,23622.4775,19210.9452,14339.4869,7363.3148,6327.5024,3456.1948,2809.3701,1252.8924,1100.9859,474.2172,270.9483,259.4813,340.2105,444954.7778,390624.8133,835579.5911,135682.9226,408233.0384,9088.2880,113.9100,35.4600,33.2400,2.2300,16.2400,1.0900,56636.1732
Wajir,2022,14061.1215,54444.1681,74564.4817,76224.1978,62777.6123,38506.9397,29966.3211,26188.0445,19492.8787,18916.9069,10744.6929,11114.2873,5572.1380,5310.4872,2111.4675,1722.7079,886.3688,387.2150,249.6716,224.8337,13937.6122,53997.5978,70933.0996,62561.4112,47923.8154,34302.8349,30466.3804,24181.7167,19931.0920,14889.8474,7605.5144,6578.9164,3629.7603,2973.9273,1336.8386,1136.8905,483.9347,274.3876,269.4459,354.1940,453466.5421,397769.2174,851235.7596,136440.4996,421074.1139,9437.9558,114.0000,34.6400,32.4000,2.2400,16.0300,1.1100,56636.1732
Wajir,2023,14276.5891,54944.7915,74699.5513,76893.6044,64903.0603,40054.7417,30738.4390,26553.0027,20167.4618,19685.2869,11143.0886,11542.3785,5824.1158,5612.1804,2249.4495,1756.6244,952.9040,395.4784,241.4731,211.0240,14144.4617,54482.2230,71076.0303,63018.5582,49339.4426,35503.0804,31370.3871,24774.8601,20769.5532,15503.8455,7880.2985,6825.1715,3786.5308,3132.0796,1422.7297,1186.1529,495.8398,275.2050,268.7779,342.1578,462845.2455,405597.3854,868442.6309,137848.0653,435109.0048,9797.8166,114.1100,33.9300,31.6800,2.2500,15.8700,1.1300,56636.1732
Wajir,2024,14488.2664,55561.3823,75076.0299,77040.5356,67038.9440,41588.4069,31702.7541,26893.8676,20808.7681,20462.8321,11575.5896,11973.0683,6074.8704,5922.0487,2393.6161,1794.4841,1028.5232,409.1731,234.6468,199.8096,14356.5143,55080.5300,71445.1264,63081.0329,50771.3361,36663.0267,32402.7008,25341.7559,21611.0196,16138.1191,8178.3997,7072.0568,3942.3935,3292.7081,1511.4854,1242.2522,513.1706,276.6106,268.1300,333.7666,472267.6171,413522.1354,885789.7525,139486.6930,449454.6663,10205.6682,114.2100,33.3100,31.0300,2.2700,15.7500,1.1500,56636.1732
Wajir,2025,14752.7000,56384.3330,75453.6476,76939.4340,69013.4863,43130.6366,32803.7436,27244.8379,21396.9362,21261.5392,12037.2938,12397.4230,6321.8321,6227.7651,2536.3599,1829.1198,1106.5283,426.5644,227.7339,186.1059,14623.1390,55895.9977,71816.8343,62951.2871,52085.8266,37794.4003,33517.7523,25930.0009,22449.5756,16825.5292,8500.6272,7317.0125,4096.5256,3450.7150,1598.6208,1297.9455,533.3905,278.2038,265.8876,321.8449,481678.0207,421551.1164,903229.1371,141656.1697,463803.4592,10608.3052,114.2600,32.8300,30.5400,2.2900,15.6800,1.1700,56636.1732
WestPokot,2021,13643.0004,53447.6568,61285.0644,52953.9461,40576.0122,30269.5457,23791.9579,20116.3202,14170.0329,11658.1919,10383.5590,7513.9109,5128.4017,3962.8665,2747.6293,2011.3940,1010.9342,443.7822,203.8211,121.9680,13453.7528,52744.9749,61090.6415,53053.8477,40275.4126,31841.3185,24411.7476,19618.7239,13859.5954,11743.3866,10503.1080,7876.2727,5331.0949,4853.6232,3611.0891,2420.2143,1377.0929,793.5381,437.7855,324.7584,355439.9954,359621.9783,715061.9737,133289.3848,337885.0823,15504.0069,98.8400,44.0400,39.4500,4.5900,18.6400,2.1700,9509.1614
WestPokot,2022,13842.5862,53594.6699,61147.7472,53745.4091,41812.3739,31369.3459,24225.8253,20449.5973,14660.6270,12131.7006,10763.3309,7824.1052,5390.0500,4183.3521,2915.7641,2029.4212,1060.2184,448.0901,207.0084,124.9357,13658.8937,52914.4266,60957.0585,53788.7339,41435.4578,32941.8022,24974.9598,20080.3250,14376.8393,12190.8737,10846.2035,8187.3114,5597.0190,5136.6108,3852.1495,2498.6680,1404.9499,803.3320,454.4035,337.9492,361926.1586,366437.9673,728364.1259,134010.5764,348577.7107,16136.8900,98.7700,43.0700,38.4400,4.6300,18.4000,2.2200,9509.1614
WestPokot,2023,14050.9818,54074.5502,61244.3002,54202.6074,43212.0160,32618.3364,24842.9284,20730.0249,15163.6938,12620.0579,11158.7462,8123.2173,5631.6415,4419.2152,3105.1238,2068.6954,1139.3177,457.4368,200.1160,117.2048,13856.7410,53372.0054,61060.5515,54162.5950,42642.7334,34083.6613,25709.4011,20567.7008,14977.7294,12689.0709,11234.6054,8490.9832,5836.4374,5407.8418,4098.2407,2606.0823,1439.0048,805.3751,453.0782,326.3289,369180.2117,373820.1675,743000.3792,135354.2784,360160.0422,16816.0044,98.7600,42.2500,37.5800,4.6700,18.2200,2.2600,9509.1614
WestPokot,2024,14252.7724,54657.3171,61526.5335,54280.9889,44608.4520,33848.2802,25609.3418,20987.4610,15638.4852,13111.4667,11585.7415,8422.2491,5870.6364,4660.3988,3302.2019,2112.1088,1228.9642,472.9496,194.3215,110.8973,14056.7538,53929.6149,61345.9041,54186.6765,43854.3431,35179.5398,26543.0323,21028.8913,15577.4646,13200.9576,11653.6896,8793.4291,6072.9963,5682.0339,4351.5101,2727.8341,1488.4725,808.9605,451.6835,318.1213,376481.5679,381251.9090,757733.4768,136896.4581,371928.8905,17568.0253,98.7500,41.5300,36.8100,4.7200,18.0700,2.3200,9509.1614
WestPokot,2025,14503.9241,55433.9441,61800.6573,54176.8421,45889.7013,35078.5931,26481.6932,21250.1101,16071.1589,13614.3680,12040.0649,8715.3866,6104.9800,4897.4985,3496.6549,2151.3723,1321.2061,492.6537,188.4522,103.2174,14307.7162,54690.9607,61624.6637,54038.2809,44957.3882,36241.6794,27439.8937,21504.7791,16172.5502,13754.0345,12105.2356,9091.9953,6305.8747,5950.6357,4599.2162,2848.1410,1546.0899,813.0079,447.5687,306.5423,383812.4788,388746.2537,772558.7325,138936.5451,383667.6209,18314.1226,98.7300,40.9900,36.2100,4.7700,17.9800,2.3700,9509.1614
